book|chapter|verse|heading
2 Kings|15|32|Jotham Reigns in Judah
2 Kings|16|1|Ahaz Reigns in Judah
2 Kings|17|1|Hoshea Reigns in Israel
2 Kings|17|6|The Fall of Israel
2 Kings|17|7|Exile Because of Idolatry
2 Kings|17|24|Assyria Resettles Samaria
2 Kings|18|1|Hezekiah Reigns in Judah
2 Kings|18|13|Sennacherib Attacks Judah
2 Kings|19|1|Isaiah Reassures Hezekiah
2 Kings|19|8|Sennacherib Defies the Lord
2 Kings|19|14|Hezekiah's Prayer
2 Kings|19|20|Isaiah Prophesies Sennacherib's Fall
2 Kings|20|1|Hezekiah's Illness and Recovery
2 Kings|20|12|Hezekiah and the Babylonian Envoys
2 Kings|21|1|Manasseh Reigns in Judah
2 Kings|21|10|Manasseh's Idolatry Denounced
2 Kings|21|19|Amon Reigns in Judah
2 Kings|22|1|Josiah Reigns in Judah
2 Kings|22|3|Josiah Repairs the Temple
2 Kings|22|8|Hilkiah Finds the Book of the Law
2 Kings|23|1|Josiah's Reforms
2 Kings|23|21|Josiah Restores the Passover
2 Kings|23|28|Josiah's Death in Battle
2 Kings|23|31|Jehoahaz's Reign and Captivity
2 Kings|23|36|Jehoiakim Reigns in Judah
2 Kings|24|8|Jehoiachin Reigns in Judah
2 Kings|24|10|Jerusalem Captured
2 Kings|24|18|Zedekiah Reigns in Judah
2 Kings|25|1|Fall and Captivity of Judah
2 Kings|25|22|Gedaliah Made Governor of Judah
2 Kings|25|27|Jehoiachin Released from Prison
1 Chronicles|1|1|From Adam to Abraham
1 Chronicles|1|28|From Abraham to Jacob
1 Chronicles|2|1|A Genealogy of David
1 Chronicles|3|1|Descendants of David
1 Chronicles|4|1|Descendants of Judah
1 Chronicles|4|24|Descendants of Simeon
1 Chronicles|5|1|Descendants of Reuben
1 Chronicles|5|11|Descendants of Gad
1 Chronicles|5|23|The Half-Tribe of Manasseh
1 Chronicles|6|1|Descendants of Levi
1 Chronicles|7|1|Descendants of Issachar
1 Chronicles|7|6|Descendants of Benjamin
1 Chronicles|7|13|Descendants of Naphtali
1 Chronicles|7|14|Descendants of Manasseh
1 Chronicles|7|20|Descendants of Ephraim
1 Chronicles|7|30|Descendants of Asher
1 Chronicles|8|1|A Genealogy of Saul
1 Chronicles|9|1|A Genealogy of the Returned Exiles
1 Chronicles|9|35|Saul's Genealogy Repeated
1 Chronicles|10|1|The Death of Saul and His Sons
1 Chronicles|11|1|David Anointed King
1 Chronicles|11|4|David Takes Jerusalem
1 Chronicles|11|10|David's Mighty Men
1 Chronicles|12|1|The Mighty Men Join David
1 Chronicles|13|1|The Ark Brought from Kiriath-Jearim
1 Chronicles|13|5|Uzzah and the Ark
1 Chronicles|14|1|David's Wives and Children
1 Chronicles|14|8|Philistines Defeated
1 Chronicles|15|1|The Ark Brought to Jerusalem
1 Chronicles|16|1|The Ark Placed in a Tent
1 Chronicles|16|8|David's Song of Thanks
1 Chronicles|16|37|Worship Before the Ark
1 Chronicles|17|1|The Lord's Covenant with David
1 Chronicles|17|16|David's Prayer
1 Chronicles|18|1|David Defeats His Enemies
1 Chronicles|18|14|David's Administration
1 Chronicles|19|1|The Ammonites Disgrace David's Men
1 Chronicles|19|10|Ammonites and Syrians Defeated
1 Chronicles|20|1|The Capture of Rabbah
1 Chronicles|20|4|Philistine Giants Killed
1 Chronicles|21|1|David's Census Brings Pestilence
1 Chronicles|21|18|David Builds an Altar
1 Chronicles|22|2|David Prepares for Temple Building
1 Chronicles|22|6|Solomon Charged to Build the Temple
1 Chronicles|23|1|David Organizes the Levites
1 Chronicles|24|1|David Organizes the Priests
1 Chronicles|25|1|David Organizes the Musicians
1 Chronicles|26|1|Divisions of the Gatekeepers
1 Chronicles|26|20|Treasurers and Other Officials
1 Chronicles|27|1|Military Divisions
1 Chronicles|27|16|Leaders of Tribes
1 Chronicles|28|1|David's Charge to Israel
1 Chronicles|28|9|David's Charge to Solomon
1 Chronicles|29|1|Offerings for the Temple
1 Chronicles|29|10|David Prays in the Assembly
1 Chronicles|29|22|Solomon Anointed King
1 Chronicles|29|26|The Death of David
2 Chronicles|1|1|Solomon Worships at Gibeon
2 Chronicles|1|7|Solomon Prays for Wisdom
2 Chronicles|1|14|Solomon Given Wealth
2 Chronicles|2|1|Preparing to Build the Temple
2 Chronicles|3|1|Solomon Builds the Temple
2 Chronicles|4|1|The Temple's Furnishings
2 Chronicles|5|2|The Ark Brought to the Temple
2 Chronicles|6|1|Solomon Blesses the People
2 Chronicles|6|12|Solomon's Prayer of Dedication
2 Chronicles|7|1|Fire from Heaven
2 Chronicles|7|4|The Dedication of the Temple
2 Chronicles|7|11|If My People Pray
2 Chronicles|8|1|Solomon's Accomplishments
2 Chronicles|9|1|The Queen of Sheba
2 Chronicles|9|13|Solomon's Wealth
2 Chronicles|9|29|Solomon's Death
2 Chronicles|10|1|The Revolt Against Rehoboam
2 Chronicles|11|1|Rehoboam Secures His Kingdom
2 Chronicles|11|13|Priests and Levites Come to Jerusalem
2 Chronicles|11|18|Rehoboam's Family
2 Chronicles|12|1|Egypt Plunders Jerusalem
2 Chronicles|13|1|Abijah Reigns in Judah
2 Chronicles|14|1|Asa Reigns in Judah
2 Chronicles|15|1|Asa's Religious Reforms
2 Chronicles|16|1|Asa's Last Years
2 Chronicles|17|1|Jehoshaphat Reigns in Judah
2 Chronicles|18|1|Jehoshaphat Allies with Ahab
2 Chronicles|18|28|The Defeat and Death of Ahab
2 Chronicles|19|1|Jehoshaphat's Reforms
2 Chronicles|20|1|Jehoshaphat's Prayer
2 Chronicles|20|24|The Lord Delivers Judah
2 Chronicles|20|35|The End of Jehoshaphat's Reign
2 Chronicles|21|1|Jehoram Reigns in Judah
2 Chronicles|22|1|Ahaziah Reigns in Judah
2 Chronicles|22|10|Athaliah Reigns in Judah
2 Chronicles|23|1|Joash Made King
2 Chronicles|23|12|Athaliah Executed
2 Chronicles|23|16|Jehoiada's Reforms
2 Chronicles|24|1|Joash Repairs the Temple
2 Chronicles|24|20|Joash's Treachery
2 Chronicles|24|23|Joash Assassinated
2 Chronicles|25|1|Amaziah Reigns in Judah
2 Chronicles|25|5|Amaziah's Victories
2 Chronicles|25|14|Amaziah's Idolatry
2 Chronicles|25|17|Israel Defeats Amaziah
2 Chronicles|26|1|Uzziah Reigns in Judah
2 Chronicles|26|16|Uzziah's Pride and Punishment
2 Chronicles|27|1|Jotham Reigns in Judah
2 Chronicles|28|1|Ahaz Reigns in Judah
2 Chronicles|28|5|Judah Defeated
2 Chronicles|28|22|Ahaz's Idolatry
2 Chronicles|29|1|Hezekiah Reigns in Judah
2 Chronicles|29|3|Hezekiah Cleanses the Temple
2 Chronicles|29|20|Hezekiah Restores Temple Worship
2 Chronicles|30|1|Passover Celebrated
2 Chronicles|31|1|Hezekiah Organizes the Priests
2 Chronicles|32|1|Sennacherib Invades Judah
2 Chronicles|32|9|Sennacherib Blasphemes
2 Chronicles|32|20|The Lord Delivers Jerusalem
2 Chronicles|32|24|Hezekiah's Pride and Achievements
2 Chronicles|33|1|Manasseh Reigns in Judah
2 Chronicles|33|10|Manasseh's Repentance
2 Chronicles|33|21|Amon's Reign and Death
2 Chronicles|34|1|Josiah Reigns in Judah
2 Chronicles|34|8|The Book of the Law Found
2 Chronicles|34|22|Huldah Prophesies Disaster
2 Chronicles|35|1|Josiah Keeps the Passover
2 Chronicles|35|20|Josiah Killed in Battle
2 Chronicles|36|1|Judah's Decline
2 Chronicles|36|17|Jerusalem Captured and Burned
2 Chronicles|36|22|The Proclamation of Cyrus
Ezra|1|1|The Proclamation of Cyrus
Ezra|2|1|The Exiles Return
Ezra|3|1|Rebuilding the Altar
Ezra|3|8|Rebuilding the Temple
Ezra|4|1|Adversaries Oppose the Rebuilding
Ezra|4|7|The Letter to King Artaxerxes
Ezra|4|17|The King Orders the Work to Cease
Ezra|5|1|Rebuilding Begins Anew
Ezra|5|6|Tattenai's Letter to King Darius
Ezra|6|1|The Decree of Darius
Ezra|6|13|The Temple Finished and Dedicated
Ezra|6|19|Passover Celebrated
Ezra|7|1|Ezra Sent to Teach the People
Ezra|8|1|Genealogy of Those Who Returned with Ezra
Ezra|8|15|Ezra Sends for Levites
Ezra|8|21|Fasting and Prayer for Protection
Ezra|8|24|Priests to Guard Offerings
Ezra|9|1|Ezra Prays About Intermarriage
Ezra|10|1|The People Confess Their Sin
Ezra|10|18|Those Guilty of Intermarriage
Nehemiah|1|1|Report from Jerusalem
Nehemiah|1|4|Nehemiah's Prayer
Nehemiah|2|1|Nehemiah Sent to Judah
Nehemiah|2|9|Nehemiah Inspects Jerusalem's Walls
Nehemiah|3|1|Rebuilding the Wall
Nehemiah|4|1|Opposition to the Work
Nehemiah|4|15|The Work Resumes
Nehemiah|5|1|Nehemiah Stops Oppression of the Poor
Nehemiah|5|14|Nehemiah's Generosity
Nehemiah|6|1|Conspiracy Against Nehemiah
Nehemiah|6|15|The Wall Is Finished
Nehemiah|7|5|Lists of Returned Exiles
Nehemiah|7|66|Totals of People and Gifts
Nehemiah|8|1|Ezra Reads the Law
Nehemiah|8|9|This Day Is Holy
Nehemiah|8|13|Feast of Booths Celebrated
Nehemiah|9|1|The People of Israel Confess Their Sin
Nehemiah|10|1|The People Who Sealed the Covenant
Nehemiah|10|28|The Obligations of the Covenant
Nehemiah|11|1|The Leaders in Jerusalem
Nehemiah|11|25|Villages Outside Jerusalem
Nehemiah|12|1|Priests and Levites
Nehemiah|12|27|Dedication of the Wall
Nehemiah|12|44|Service at the Temple
Nehemiah|13|1|Nehemiah's Final Reforms
Esther|1|1|The King's Banquets
Esther|1|10|Queen Vashti's Refusal
Esther|2|1|Esther Chosen Queen
Esther|2|19|Mordecai Discovers a Plot
Esther|3|1|Haman Plots Against the Jews
Esther|4|1|Esther Agrees to Help the Jews
Esther|5|1|Esther Prepares a Banquet
Esther|5|9|Haman Plans to Hang Mordecai
Esther|6|1|The King Honors Mordecai
Esther|6|14|Esther Reveals Haman's Plot
Esther|7|7|Haman Is Hanged
Esther|8|1|Esther Saves the Jews
Esther|9|1|The Jews Destroy Their Enemies
Esther|9|20|The Feast of Purim Inaugurated
Esther|10|1|The Greatness of Mordecai
Job|1|1|Job's Character and Wealth
Job|1|6|Satan Allowed to Test Job
Job|1|13|Satan Takes Job's Property and Children
Job|2|1|Satan Attacks Job's Health
Job|2|11|Job's Three Friends
Job|3|1|Job Laments His Birth
Job|4|1|Eliphaz Speaks: The Innocent Prosper
Job|6|1|Job Replies: My Complaint Is Just
Job|7|1|Job Continues: My Life Has No Hope
Job|8|1|Bildad Speaks: Job Should Repent
Job|9|1|Job Replies: There Is No Arbiter
Job|10|1|Job Continues: A Plea to God
Job|11|1|Zophar Speaks: You Deserve Worse
Job|12|1|Job Replies: The Lord Has Done This
Job|13|1|Job Continues: Still I Will Hope in God
Job|14|1|Job Continues: Death Comes Soon to All
Job|15|1|Eliphaz Accuses: Job Does Not Fear God
Job|16|1|Job Replies: Miserable Comforters Are You
Job|17|1|Job Continues: Where Then Is My Hope?
Job|18|1|Bildad Speaks: God Punishes the Wicked
Job|19|1|Job Replies: My Redeemer Lives
Job|20|1|Zophar Speaks: The Wicked Will Suffer
Job|21|1|Job Replies: The Wicked Do Prosper
Job|22|1|Eliphaz Speaks: Job's Wickedness Is Great
Job|23|1|Job Replies: Where Is God?
Job|25|1|Bildad Speaks: Man Cannot Be Righteous
Job|26|1|Job Replies: God's Majesty Is Unsearchable
Job|27|1|Job Continues: I Will Maintain My Integrity
Job|28|1|Job Continues: Where Is Wisdom?
Job|29|1|Job's Summary Defense
Job|31|1|Job's Final Appeal
Job|32|1|Elihu Rebukes Job's Three Friends
Job|33|1|Elihu Rebukes Job
Job|34|1|Elihu Asserts God's Justice
Job|35|1|Elihu Condemns Job
Job|36|1|Elihu Extols God's Greatness
Job|37|1|Elihu Proclaims God's Majesty
Job|38|1|The Lord Answers Job
Job|40|3|Job Promises Silence
Job|40|6|The Lord Challenges Job
Job|42|1|Job's Confession and Repentance
Job|42|7|The Lord Rebukes Job's Friends
Job|42|10|The Lord Restores Job's Fortunes
Psalms|1|1|The Way of the Righteous and the Wicked
Psalms|2|1|The Reign of the Lord's Anointed
Psalms|3|1|A Psalm of David, when he fled from Absalom his son.
Psalms|4|1|Answer Me When I Call
Psalms|5|1|Lead Me in Your Righteousness
Psalms|6|1|O Lord, Deliver My Life
Psalms|7|1|In You Do I Take Refuge
Psalms|8|1|How Majestic Is Your Name
Psalms|9|1|I Will Recount Your Wonderful Deeds
Psalms|10|1|Why Do You Hide Yourself?
Psalms|11|1|The Lord Is in His Holy Temple
Psalms|12|1|The Faithful Have Vanished
Psalms|13|1|How Long, O Lord?
Psalms|14|1|The Fool Says, There Is No God
Psalms|15|1|Who Shall Dwell on Your Holy Hill?
Psalms|16|1|You Will Not Abandon My Soul
Psalms|17|1|In the Shadow of Your Wings
Psalms|18|1|The Lord Is My Rock and My Fortress
Psalms|19|1|The Law of the Lord Is Perfect
Psalms|20|1|Trust in the Name of the Lord Our God
Psalms|21|1|The King Rejoices in the Lord's Strength
Psalms|22|1|Why Have You Forsaken Me?
Psalms|23|1|The Lord Is My Shepherd
Psalms|24|1|The King of Glory
Psalms|25|1|Teach Me Your Paths
Psalms|26|1|I Will Bless the Lord
Psalms|27|1|The Lord Is My Light and My Salvation
Psalms|28|1|The Lord Is My Strength and My Shield
Psalms|29|1|Ascribe to the Lord Glory
Psalms|30|1|Joy Comes with the Morning
Psalms|31|1|Into Your Hand I Commit My Spirit
Psalms|32|1|Blessed Are the Forgiven
Psalms|33|1|The Steadfast Love of the Lord
Psalms|34|1|Taste and See That the Lord Is Good
Psalms|35|1|Great Is the Lord
Psalms|36|1|How Precious Is Your Steadfast Love
Psalms|37|1|He Will Not Forsake His Saints
Psalms|38|1|Do Not Forsake Me, O Lord
Psalms|39|1|What Is the Measure of My Days?
Psalms|40|1|My Help and My Deliverer
Psalms|41|1|O Lord, Be Gracious to Me
Psalms|42|1|Why Are You Cast Down, O My Soul?
Psalms|43|1|Send Out Your Light and Your Truth
Psalms|44|1|Come to Our Help
Psalms|45|1|Your Throne, O God, Is Forever
Psalms|46|1|God Is Our Fortress
Psalms|47|1|God Is King over All the Earth
Psalms|48|1|Zion, the City of Our God
Psalms|49|1|Why Should I Fear in Times of Trouble?
Psalms|50|1|God Himself Is Judge
Psalms|51|1|Create in Me a Clean Heart, O God
Psalms|52|1|The Steadfast Love of God Endures
Psalms|53|1|There Is None Who Does Good
Psalms|54|1|The Lord Upholds My Life
Psalms|55|1|Cast Your Burden on the Lord
Psalms|56|1|In God I Trust
Psalms|57|1|Let Your Glory Be over All the Earth
Psalms|58|1|God Who Judges the Earth
Psalms|59|1|Deliver Me from My Enemies
Psalms|60|1|He Will Tread Down Our Foes
Psalms|61|1|Lead Me to the Rock
Psalms|62|1|My Soul Waits for God Alone
Psalms|63|1|My Soul Thirsts for You
Psalms|64|1|Hide Me from the Wicked
Psalms|65|1|O God of Our Salvation
Psalms|66|1|How Awesome Are Your Deeds
Psalms|67|1|Make Your Face Shine upon Us
Psalms|68|1|God Shall Scatter His Enemies
Psalms|69|1|Save Me, O God
Psalms|70|1|O Lord, Do Not Delay
Psalms|71|1|Forsake Me Not When My Strength Is Spent
Psalms|72|1|Give the King Your Justice
Psalms|73|1|God Is My Strength and Portion Forever
Psalms|74|1|Arise, O God, Defend Your Cause
Psalms|75|1|God Will Judge with Equity
Psalms|76|1|Who Can Stand Before You?
Psalms|77|1|In the Day of Trouble I Seek the Lord
Psalms|78|1|Tell the Coming Generation
Psalms|79|1|How Long, O Lord?
Psalms|80|1|Restore Us, O God
Psalms|81|1|Oh, That My People Would Listen to Me
Psalms|82|1|Rescue the Weak and Needy
Psalms|83|1|O God, Do Not Keep Silence
Psalms|84|1|My Soul Longs for the Courts of the Lord
Psalms|85|1|Revive Us Again
Psalms|86|1|Great Is Your Steadfast Love
Psalms|87|1|Glorious Things of You Are Spoken
Psalms|88|1|I Cry Out Day and Night Before You
Psalms|89|1|I Will Sing of the Steadfast Love of the Lord
Psalms|90|1|From Everlasting to Everlasting
Psalms|91|1|My Refuge and My Fortress
Psalms|92|1|How Great Are Your Works
Psalms|93|1|The Lord Reigns
Psalms|94|1|The Lord Will Not Forsake His People
Psalms|95|1|Let Us Sing Songs of Praise
Psalms|96|1|Worship in the Splendor of Holiness
Psalms|97|1|The Lord Reigns
Psalms|98|1|Make a Joyful Noise to the Lord
Psalms|99|1|The Lord Our God Is Holy
Psalms|100|1|His Steadfast Love Endures Forever
Psalms|101|1|I Will Walk with Integrity
Psalms|102|1|Do Not Hide Your Face from Me
Psalms|103|1|Bless the Lord, O My Soul
Psalms|104|1|O Lord My God, You Are Very Great
Psalms|105|1|Tell of All His Wondrous Works
Psalms|106|1|Give Thanks to the Lord, for He Is Good
Psalms|107|1|Let the Redeemed of the Lord Say So
Psalms|108|1|With God We Shall Do Valiantly
Psalms|109|1|Help Me, O Lord My God
Psalms|110|1|Sit at My Right Hand
Psalms|111|1|Great Are the Lord's Works
Psalms|112|1|The Righteous Will Never Be Moved
Psalms|113|1|Who Is like the Lord Our God?
Psalms|114|1|Tremble at the Presence of the Lord
Psalms|115|1|To Your Name Give Glory
Psalms|116|1|I Love the Lord
Psalms|117|1|The Lord's Faithfulness Endures Forever
Psalms|118|1|His Steadfast Love Endures Forever
Psalms|119|1|Your Word Is a Lamp to My Feet
Psalms|120|1|Deliver Me, O Lord
Psalms|121|1|My Help Comes from the Lord
Psalms|122|1|Let Us Go to the House of the Lord
Psalms|123|1|Our Eyes Look to the Lord Our God
Psalms|124|1|Our Help Is in the Name of the Lord
Psalms|125|1|The Lord Surrounds His People
Psalms|126|1|Restore Our Fortunes, O Lord
Psalms|127|1|Unless the Lord Builds the House
Psalms|128|1|Blessed Is Everyone Who Fears the Lord
Psalms|129|1|They Have Afflicted Me from My Youth
Psalms|130|1|My Soul Waits for the Lord
Psalms|131|1|I Have Calmed and Quieted My Soul
Psalms|132|1|The Lord Has Chosen Zion
Psalms|133|1|When Brothers Dwell in Unity
Psalms|134|1|Come, Bless the Lord
Psalms|135|1|Your Name, O Lord, Endures Forever
Psalms|136|1|His Steadfast Love Endures Forever
Psalms|137|1|How Shall We Sing the Lord's Song?
Psalms|138|1|Give Thanks to the Lord
Psalms|139|1|Search Me, O God, and Know My Heart
Psalms|140|1|Deliver Me, O Lord, from Evil Men
Psalms|141|1|Give Ear to My Voice
Psalms|142|1|You Are My Refuge
Psalms|143|1|My Soul Thirsts for You
Psalms|144|1|My Rock and My Fortress
Psalms|145|1|Great Is the Lord
Psalms|146|1|Put Not Your Trust in Princes
Psalms|147|1|He Heals the Brokenhearted
Psalms|148|1|Praise the Name of the Lord
Psalms|149|1|Sing to the Lord a New Song
Psalms|150|1|Let Everything Praise the Lord
Proverbs|1|1|The Beginning of Knowledge
Proverbs|1|8|The Enticement of Sinners
Proverbs|1|20|The Call of Wisdom
Proverbs|2|1|The Value of Wisdom
Proverbs|3|1|Trust in the Lord with All Your Heart
Proverbs|3|13|Blessed Is the One Who Finds Wisdom
Proverbs|4|1|A Father's Wise Instruction
Proverbs|5|1|Warning Against Adultery
Proverbs|6|1|Practical Warnings
Proverbs|6|20|Warnings Against Adultery
Proverbs|7|1|Warning Against the Adulteress
Proverbs|8|1|The Blessings of Wisdom
Proverbs|9|1|The Way of Wisdom
Proverbs|9|13|The Way of Folly
Proverbs|10|1|The Proverbs of Solomon
Proverbs|22|17|Words of the Wise
Proverbs|24|23|More Sayings of the Wise
Proverbs|25|1|More Proverbs of Solomon
Proverbs|30|1|The Words of Agur
Proverbs|31|1|The Words of King Lemuel
Proverbs|31|10|The Woman Who Fears the Lord
Ecclesiastes|1|1|All Is Vanity
Ecclesiastes|1|12|The Vanity of Wisdom
Ecclesiastes|2|1|The Vanity of Self-Indulgence
Ecclesiastes|2|12|The Vanity of Living Wisely
Ecclesiastes|2|18|The Vanity of Toil
Ecclesiastes|3|1|A Time for Everything
Ecclesiastes|3|9|The God-Given Task
Ecclesiastes|3|16|From Dust to Dust
Ecclesiastes|4|1|Evil Under the Sun
Ecclesiastes|5|1|Fear God
Ecclesiastes|7|1|The Contrast of Wisdom and Folly
Ecclesiastes|8|1|The Vanity of Wealth and Honor
Ecclesiastes|8|1|Keep the King's Command
Ecclesiastes|8|10|Those Who Fear God Will Do Well
Ecclesiastes|8|14|Man Cannot Know God's Ways
Ecclesiastes|9|1|Death Comes to All
Ecclesiastes|9|7|Enjoy Life with the One You Love
Ecclesiastes|9|11|Wisdom Better Than Folly
Ecclesiastes|11|1|Cast Your Bread upon the Waters
Ecclesiastes|12|1|Remember Your Creator in Your Youth
Ecclesiastes|12|9|Fear God and Keep His Commandments
Song of Solomon|1|2|The Bride Confesses Her Love
Song of Solomon|1|8|Solomon and His Bride Delight in Each Other
Song of Solomon|2|8|The Bride Adores Her Beloved
Song of Solomon|3|1|The Bride's Dream
Song of Solomon|3|6|Solomon Arrives for the Wedding
Song of Solomon|4|1|Solomon Admires His Bride's Beauty
Song of Solomon|4|16|Together in the Garden of Love
Song of Solomon|5|2|The Bride Searches for Her Beloved
Song of Solomon|5|10|The Bride Praises Her Beloved
Song of Solomon|6|2|Together in the Garden of Love
Song of Solomon|6|4|Solomon and His Bride Delight in Each Other
Song of Solomon|7|11|The Bride Gives Her Love
Song of Solomon|8|1|Longing for Her Beloved
Song of Solomon|8|8|Final Advice
Isaiah|1|2|The Wickedness of Judah
Isaiah|1|21|The Unfaithful City
Isaiah|2|1|The Mountain of the Lord
Isaiah|2|6|The Day of the Lord
Isaiah|3|1|Judgment on Judah and Jerusalem
Isaiah|4|2|The Branch of the Lord Glorified
Isaiah|5|1|The Vineyard of the Lord Destroyed
Isaiah|5|8|Woe to the Wicked
Isaiah|6|1|Isaiah's Vision of the Lord
Isaiah|6|8|Isaiah's Commission from the Lord
Isaiah|7|1|Isaiah Sent to King Ahaz
Isaiah|7|10|The Sign of Immanuel
Isaiah|8|1|The Coming Assyrian Invasion
Isaiah|8|11|Fear God, Wait for the Lord
Isaiah|9|1|For to Us a Child Is Born
Isaiah|9|8|Judgment on Arrogance and Oppression
Isaiah|10|5|Judgment on Arrogant Assyria
Isaiah|10|20|The Remnant of Israel Will Return
Isaiah|11|1|The Righteous Reign of the Branch
Isaiah|12|1|The Lord Is My Strength and My Song
Isaiah|13|1|The Judgment of Babylon
Isaiah|14|1|The Restoration of Jacob
Isaiah|14|3|Israel's Remnant Taunts Babylon
Isaiah|14|24|An Oracle Concerning Assyria
Isaiah|14|28|An Oracle Concerning Philistia
Isaiah|15|1|An Oracle Concerning Moab
Isaiah|17|1|An Oracle Concerning Damascus
Isaiah|18|1|An Oracle Concerning Cush
Isaiah|19|1|An Oracle Concerning Egypt
Isaiah|19|16|Egypt, Assyria, Israel Blessed
Isaiah|20|1|A Sign Against Egypt and Cush
Isaiah|21|1|Fallen, Fallen Is Babylon
Isaiah|22|1|An Oracle Concerning Jerusalem
Isaiah|23|1|An Oracle Concerning Tyre and Sidon
Isaiah|24|1|Judgment on the Whole Earth
Isaiah|25|1|God Will Swallow Up Death Forever
Isaiah|26|1|You Keep Him in Perfect Peace
Isaiah|27|1|The Redemption of Israel
Isaiah|28|1|Judgment on Ephraim and Jerusalem
Isaiah|28|14|A Cornerstone in Zion
Isaiah|29|1|The Siege of Jerusalem
Isaiah|30|1|Do Not Go Down to Egypt
Isaiah|30|8|A Rebellious People
Isaiah|30|18|The Lord Will Be Gracious
Isaiah|31|1|Woe to Those Who Go Down to Egypt
Isaiah|32|1|A King Will Reign in Righteousness
Isaiah|32|9|Complacent Women Warned of Disaster
Isaiah|33|1|O Lord, Be Gracious to Us
Isaiah|34|1|Judgment on the Nations
Isaiah|35|1|The Ransomed Shall Return
Isaiah|36|1|Sennacherib Invades Judah
Isaiah|37|1|Hezekiah Seeks Isaiah's Help
Isaiah|37|14|Hezekiah's Prayer for Deliverance
Isaiah|37|21|Sennacherib's Fall
Isaiah|38|1|Hezekiah's Sickness and Recovery
Isaiah|39|1|Envoys from Babylon
Isaiah|40|1|Comfort for God's People
Isaiah|40|6|The Word of God Stands Forever
Isaiah|40|9|The Greatness of God
Isaiah|41|1|Fear Not, for I Am with You
Isaiah|41|21|The Futility of Idols
Isaiah|42|1|The Lord's Chosen Servant
Isaiah|42|10|Sing to the Lord a New Song
Isaiah|42|18|Israel's Failure to Hear and See
Isaiah|43|1|Israel's Only Savior
Isaiah|44|1|Israel the Lord's Chosen
Isaiah|44|6|Besides Me There Is No God
Isaiah|44|9|The Folly of Idolatry
Isaiah|44|21|The Lord Redeems Israel
Isaiah|45|1|Cyrus, God's Instrument
Isaiah|45|14|The Lord, the Only Savior
Isaiah|46|1|The Idols of Babylon and the One True God
Isaiah|47|1|The Humiliation of Babylon
Isaiah|48|1|Israel Refined for God's Glory
Isaiah|48|12|The Lord's Call to Israel
Isaiah|49|1|The Servant of the Lord
Isaiah|49|8|The Restoration of Israel
Isaiah|50|1|Israel's Sin and the Servant's Obedience
Isaiah|51|1|The Lord's Comfort for Zion
Isaiah|52|1|The Lord's Coming Salvation
Isaiah|52|13|He Was Pierced for Our Transgressions
Isaiah|54|1|The Eternal Covenant of Peace
Isaiah|55|1|The Compassion of the Lord
Isaiah|56|1|Salvation for Foreigners
Isaiah|56|9|Israel's Irresponsible Leaders
Isaiah|57|1|Israel's Futile Idolatry
Isaiah|57|14|Comfort for the Contrite
Isaiah|58|1|True and False Fasting
Isaiah|59|1|Evil and Oppression
Isaiah|59|14|Judgment and Redemption
Isaiah|60|1|The Future Glory of Israel
Isaiah|61|1|The Year of the Lord's Favor
Isaiah|62|1|Zion's Coming Salvation
Isaiah|63|1|The Lord's Day of Vengeance
Isaiah|63|7|The Lord's Mercy Remembered
Isaiah|63|15|Prayer for Mercy
Isaiah|65|1|Judgment and Salvation
Isaiah|65|17|New Heavens and a New Earth
Isaiah|66|1|The Humble and Contrite in Spirit
Isaiah|66|7|Rejoice with Jerusalem
Isaiah|66|15|Final Judgment and Glory of the Lord
Jeremiah|1|4|The Call of Jeremiah
Jeremiah|2|1|Israel Forsakes the Lord
Jeremiah|3|6|Faithless Israel Called to Repentance
Jeremiah|4|5|Disaster from the North
Jeremiah|4|19|Anguish over Judah's Desolation
Jeremiah|5|1|Jerusalem Refused to Repent
Jeremiah|5|14|The Lord Proclaims Judgment
Jeremiah|6|1|Impending Disaster for Jerusalem
Jeremiah|7|1|Evil in the Land
Jeremiah|7|30|The Valley of Slaughter
Jeremiah|8|4|Sin and Treachery
Jeremiah|8|18|Jeremiah Grieves for His People
Jeremiah|10|1|Idols and the Living God
Jeremiah|11|1|The Broken Covenant
Jeremiah|12|1|Jeremiah's Complaint
Jeremiah|12|5|The Lord Answers Jeremiah
Jeremiah|13|1|The Ruined Loincloth
Jeremiah|13|12|The Jars Filled with Wine
Jeremiah|13|15|Exile Threatened
Jeremiah|14|1|Famine, Sword, and Pestilence
Jeremiah|14|13|Lying Prophets
Jeremiah|15|1|The Lord Will Not Relent
Jeremiah|15|10|Jeremiah's Complaint
Jeremiah|16|1|Famine, Sword, and Death
Jeremiah|16|14|The Lord Will Restore Israel
Jeremiah|17|1|The Sin of Judah
Jeremiah|17|14|Jeremiah Prays for Deliverance
Jeremiah|17|19|Keep the Sabbath Holy
Jeremiah|18|1|The Potter and the Clay
Jeremiah|19|1|The Broken Flask
Jeremiah|20|1|Jeremiah Persecuted by Pashhur
Jeremiah|21|1|Jerusalem Will Fall to Nebuchadnezzar
Jeremiah|21|11|Message to the House of David
Jeremiah|22|11|Message to the Sons of Josiah
Jeremiah|23|1|The Righteous Branch
Jeremiah|23|9|Lying Prophets
Jeremiah|24|1|The Good Figs and the Bad Figs
